description,points
"Fragrances of black cherry, bell pepper and spice set the stage for flavors of black cherry, strawberry, smoke and black tea. There is a pleasing aura of brightness overlaid on soft tannins, with a surprising note of apricot on the finish.",89
"This is as tightly closed as a new rosebud, but suspicions of iron oxide and red cherry escape. On the palate this has a northerly, cool aspect and its very own, reticent charm. More iron oxide comes to the fore, along with earthiness and a mix of elderberry and red cherry. If you have the patience to wait until 2017–2018, this will come to you as a grown-up beauty. Its name Samt & Seide—velvet & silk—does it justice indeed.",92
"Marred by unripe asparagus notes, this Syrah is tough to like despite its smooth tannins and some good blackberry and chocolate fruit.",82
"This is an awesome Cabernet. It's 100% varietal, with lots of French oak. It shows blackberry jam, black currant, chocolate and sweet oak flavors that are absolutely delicious. The wine is said to come from the esteemed Morisoli Vineyard, in Rutherford.",92
"This wine has potential, with ripe berry fruits and soft tannins that are already well integrated. It is dense, showing a structure that will broaden out as the wine ages. Drink this juicy, fruity wine from Vignobles Dulon from 2016.",86
"Some earthy, herbal cranberry scents are given life by a touch of smoky oak. The palate is sweet and wholesome, and very well balanced. The finish gives a hint of syrup and oak, but the fruit is ripe and succulent enough to handle that.",87
"This blend of Cabernet Sauvignon, Merlot and Syrah begins with leafy, almost weedy aromas along with hints of graphite and mature black berries. But the lean palate lacks fruit richness and reveals evident alcohol sensations despite the modest level.",86
"The blend is approximately 50-50 in this full-bodied but firm, slightly closed wine. The cassis, cedar and vanilla aromas and flavors are spot on, so just give it another year or two to soften. Drink 2017–2025.",88
"Toast and yeast on the otherwise lime-scented bouquet. Clean citrus and green-apple flavors lead into a zesty, smooth soda-like finish. Overall it’s just a nice, clean, bright Champagne, one that has the right level of dryness and zip.",88
"Focused crisp aromas of white fruits reflect a cool vintage. This is roughly one-quarter each Macabeo, Parellada, Xarello and Chardonnay, and it feels tight, fresh and focused. Dry stone-fruit flavors include a hint of lime, while this is clean on the finish.",90
"The power and structure of a Corton-Charlemagne are very evident in this firm and closed wine. At this young stage, it is all about the concentrated texture and weight. The acidity and the rich fruits will come later. Drink from 2018.",92
"Despite the fact that this smells green, it scores points in the mouth, where it's dense and chewy. This also tastes green and highly herbal, but it's full across the palate, with a sense of richness that helps offset the wine's bell-pepper character.",85
"Complex and rich, with a wealth of black currant, blackberry and cedar flavors wrapped into softly firm tannins. There's an herbal quality that makes the wine suited to stews and casseroles. Drink now through 2011.",90
"Lucid in the glass, and that's half the battle when you're talking about basic, everyday whites such as this Viura-Verdejo blend. The nose is light as air, with lemony accents. Meanwhile, the fresh but lean palate offers lime, pineapple and cleansing acidity. And that's more or less what you get.",86
"A little smoke, a little pear peel, some aloe vera... Nothing is overdone and all falls into place. On the palate a hint of rich, yeasty nuttiness jostles with ripe fruit, but all is under tight restraint. This wine will take time to show its glorious colors. Drink as of 2016.",92
"This is one of the great Rieslings from the Wachau, a wonderful panoply of ripe, tropical fruit, pierced with flint, spice and minerality. It is rich and opulent, while never losing sight of the core tautness of a fine Riesling.",95
"Three quarters of this wine was sourced from Taptiel, and 20% from neighboring Artz vineyard, both on Red Mountain. A 5% addition of Petit Verdot came from Dionysus. Heavy and tannic, this is a big-boned muscle wine, with the requisite tannins you'd expect from ripe Red Mountain fruit. Great structure and depth, with lush flavors of cherry tobacco, plum and fig.",92
"Flavors of baked strawberry and raspberry provide a concentrated richness to this wine, accented by earthy, subtle baking spice. Layered in well-managed tannins, it offers substantial body without the weight, staying structured on the palate, before an intensity of oak and more spice bursts on the finish.",91
"This New World style of Sauvignon Blanc is ripe, intense and catty in flavor. Very herbaceous, concentrated fruits are right up front. There is no complexity, just fruit.",85
"Blueberry, blackberry, black cherry and ground black pepper aromas lead the nose and carry through to the full-bodied palate together with notes of clove, tobacco and mint. It's balanced with firm, velvety tannins and bright acidity. Drink 2016–2019.",91
"If you've ever had a Momtazi wine, you know that there is a strong earthy aspect to the flavors that sets the vineyard apart from most others. In the scents and tastes here you'll find composted earth, chalk, dried leaves and black tea ahead of black cherry fruit, but those funk-soaked flavors add up to a complex and intriguing wine.",90
"With saucy, herbal, briny aromas and a short, limited but fresh palate, this qualifies as a light, cool-climate Pinot Noir. Salty, briny red-plum flavors finish with citric tang and a note of sea foam.",85
"This supple, seductive and sublime white is tart with acidity and bolstered by supportive oak. Pear, quince and an underlying hint of apple blossom combine in a lovely and focused expression on the palate that feels at once classic and balanced.",92
"This is a rich wine from a great Douro Port vintage. It has the structure and density that came with the year, showcasing rich black fruits and dark tannins. The 12 months of wood-aging has tamed its wild fruitiness and resulted in a stylish wine that wears its high alcohol well. Drink from 2018.",92
"This rich blend of Cabernet Sauvignon, Merlot and Sangiovese) opens with pretty chocolate tones followed by opulent cherry, spice, leather, tobacco and cola. This is a well shaped and focused wine with a linear, elegant feel in the mouth capped by soft, chewy texture.",94
"Very rich, concentrated and intense, almost jammy, showing the essence of ripe blackberry and cherry fruit nectar. Oak shows up as rich, smoky char. With firm tannins and a long, sweet, fruity finish, this Cabernet should age well. Too young and tight now, so give it until at least 2014.",93
"Made for Fleming's Prime Steakhouse and Wine Bar, this bottling is the winery's first release from this vineyard, set near the town of Petaluma. The barrel imprint is significant, rounded out by plum, earthy mushroom, fennel and ripe strawberry. Brooding, this wine offers a dark and dense underbelly of bittersweet chocolate.",90
